;x;y
0;0.7073727083984622;0.962
1;0.7020451119276984;0.951
2;0.6608553262139839;0.902
3;0.5100565062859735;0.7740000000000001
4;0.41693122987537196;0.66
5;0.34526809264865654;0.562
6;0.21089975689209667;0.432
7;0.13189141664743292;0.32200000000000006
8;0.06750111940674923;0.20099999999999996
9;0.0;0.17900000000000005
